img_file,Image size (pixels),Aspect ratio,RMS contrast,Luminance entropy,Complexity,Edge density,Color entropy,mean R channel,mean G channel,mean B channel (RGB),mean L channel,mean a channel,mean b channel (Lab),mean H channel,mean S channel,mean V channel,std R channel,std G channel,std B channel,std L channel,std a channel,std b channel (Lab),std H channel,std S channel,std V channel,Mirror symmetry,DCM distance,DCM x position,DCM y position,Balance,CNN symmetry left-right,CNN symmetry up-down,CNN symmetry left-right & up-down,Slope Redies,Slope Spehar,Slope Mather,Fourier sigma,2D Fractal dimension,3D Fractal dimension,Self-similarity (PHOG),Self-similarity (CNN),Anisotropy,Homogeneity,1st-order EOE,2nd-order EOE,Sparseness,Variability
43008.jpg,1121,1.331,18.713,7.218,12.959,67.794,0,74.247,74.247,74.247,30.84,-0.000973,0.001844,0,0,0.2912,45.249,45.249,45.249,18.713,0.00043,0.0008151,0,0,0.1774,66.401,21.983,-0.04375,-0.1008,10.589,0.2279,0.3169,0.1575,-2.017,-0.9264,-1.005,0.007216,1.653,2.822,0.3938,0.7902,0.0002226,83.47,4.505,4.491,0.0001362,1.547E-05
37153.jpg,1124,1.322,17.935,5.089,7.362,75.31,4.897,37.729,19.721,18.295,9.542,7.383,3.633,0.01244,0.6198,0.1501,47.268,43.185,44.954,17.935,6.654,6.522,0.08388,0.4067,0.1878,87.214,20.617,-0.02812,-0.09917,11.681,0.4099,0.3583,0.3539,-1.985,-1.379,-1.286,0.1814,1.366,2.347,0.3898,0.6479,0.001352,82.72,3.397,3.815,0.0003682,3.632E-05
770409.jpg,1320,1.2,22.448,6.228,5.387,60.903,5.662,43.474,43.23,41.226,17.591,0.03484,1.019,0.1097,0.4055,0.1897,53.301,53.464,58.667,22.448,3.727,6.42,0.2068,0.3947,0.2314,54.824,30.999,0.03194,-0.1517,27.435,0.5664,0.3401,0.3365,-2.208,-1.201,-1.193,0.0472,1.158,2.531,0.3558,0.6891,0.0008558,86.105,3.578,4.22,0.0002343,2.587E-05
41923.jpg,1067,1.499,19.644,7.454,7.528,70.459,6.326,80.277,78.92,34.108,33.586,-5.244,26.898,0.1948,0.7181,0.4061,70.071,47.771,38.809,19.644,25.166,12.452,0.1334,0.1983,0.2329,68.805,14.189,-0.03438,0.06206,21.043,0.4876,0.4197,0.4,-3.006,-1.451,-1.407,0.007334,1.193,2.438,0.7225,0.7404,0.0003493,88.377,4.387,4.366,0.000278,2.237E-05
43136.jpg,1025,1.662,24.939,7.431,14.993,136.214,0,99.444,99.444,99.444,40.84,-0.001203,0.00228,0,0,0.39,62.335,62.335,62.335,24.939,0.0005278,0.001001,0,0,0.2445,46.372,7.964,0.03125,-0.02468,17.837,0.5526,0.4927,0.4679,-2.466,-1.3,-1.189,0.005743,1.55,2.629,0.7064,0.8681,0.0002919,95.652,4.366,4.458,0.0001799,9.672E-06
792358.jpg,1200,0.6667,15.266,5.98,4.432,45.453,3.902,45.143,23.354,13.861,11.586,8.461,9.348,0.03455,0.6192,0.1771,50.932,30.984,22.578,15.266,8.602,10.364,0.04149,0.3484,0.1997,62.497,13.489,-0.06458,-0.01944,23.492,0.4424,0.4013,0.3647,-2.634,-1.257,-1.397,0.02286,1.482,2.498,0.6429,0.7594,0.000553,89.902,4.439,4.402,0.0002844,2.131E-05
317303.jpg,1260,1.333,20.21,7.524,29.284,125.222,4.072,156.587,122.084,85.52,53.072,8.725,24.897,0.08583,0.4937,0.6142,55.182,49.411,43.047,20.21,4.84,7.955,0.02549,0.173,0.2162,10.645,8.537,-0.002778,-0.04259,7.879,0.6417,0.5738,0.5543,-1.238,-0.7604,-0.5034,0.01332,1.856,2.883,0.7365,0.8972,0.0002128,93.368,4.24,4.47,9.496E-05,4.722E-06
40041.jpg,1173,1.047,28.017,6.763,3.673,46.603,5.517,150.946,142.147,142.437,59.899,5.65,2.066,0.6464,0.3926,0.6813,63.001,77.174,88.565,28.017,16.739,25.713,0.2225,0.3374,0.2738,14.459,15.784,-0.07833,0.009599,12.455,0.323,0.5307,0.2768,-3.066,-1.548,-1.412,0.00529,0.9705,2.247,0.5423,0.5731,0.0005104,83.939,3.905,3.941,0.0004739,2.676E-05
36993.jpg,807,0.7815,31.392,7.555,9.469,70.058,4.25,118.176,152.58,163.829,59.56,-7.839,-9.059,0.5853,0.2169,0.6432,63.562,82.891,88.709,31.392,8.14,10.8,0.266,0.2195,0.3482,15.716,22.721,-0.03107,-0.1093,24.947,0.568,0.2232,0.216,-2.598,-1.239,-1.231,0.03631,1.237,2.656,0.5318,0.7907,0.0003676,83.224,4.362,4.395,0.0004672,1.982E-05
39517.jpg,1114,0.7406,16.468,6.289,6.434,43.897,5.016,115.681,136.652,145.11,55.721,-3.796,-6.006,0.5424,0.3902,0.6352,37.989,43.121,69.103,16.468,12.053,24.379,0.1628,0.1989,0.1928,12.011,6.307,-0.004219,-0.03125,14.062,0.6121,0.3181,0.315,-2.29,-0.8565,-0.6345,0.01282,1.395,2.709,0.472,0.6497,0.0003727,80.825,4.061,4.102,0.000659,2.428E-05
42769.jpg,1143,1.272,32.25,4.86,2.802,39.822,3.952,193.319,200.049,217.962,79.556,3.61,-10.0476,0.8611,0.2021,0.8633,91.676,85.07,72.448,32.25,8.096,20.066,0.2336,0.3208,0.276,16.827,39.196,-0.007812,-0.1958,35.293,0.3393,0.279,0.229,-2.949,-1.331,-1.381,0.00644,1.091,2.359,0.3537,0.5711,0.0007953,78.838,4.431,4.269,0.0009787,2.648E-05
42074.jpg,1120,1.333,26.114,7.256,7.9,98.421,6.502,174.544,168.139,153.137,68.422,0.7297,9.083,0.1186,0.2274,0.7012,65.161,68.952,81.514,26.114,10.325,16.212,0.1943,0.3214,0.2433,11.242,16.604,-0.025,-0.07917,13.742,0.501,0.2624,0.2499,-2.709,-1.455,-1.428,0.004143,1.29,2.533,0.4255,0.6753,0.0005849,90.645,4.306,4.273,0.0004517,2.408E-05
42578.jpg,1148,0.7938,25.557,5.638,12.365,52.303,4.189,61.221,46.842,23.681,20.293,3.167,14.601,0.1065,0.5655,0.2412,74.812,58.848,35.967,25.557,4.964,17.299,0.106,0.3608,0.2925,47.767,24.968,0.09055,-0.08594,32.466,0.3499,0.45,0.325,-1.895,-0.642,-0.9989,0.03274,1.355,2.815,0.4574,0.7807,0.0004973,85.042,3.603,3.782,0.0002293,2.093E-05
40679.jpg,1120,1.333,29.954,7.184,6.878,91.838,5.637,108.286,97.813,83.097,40.487,1.899,10.485,0.1038,0.3377,0.429,76.979,75.933,80.156,29.954,8.267,8.603,0.08456,0.225,0.2994,68.87,17.985,-0.007812,0.08958,22.769,0.4989,0.3387,0.3399,-2.93,-1.561,-1.327,0.01278,1.339,2.471,0.5776,0.7596,0.0006021,82.014,4.318,4.426,0.0003111,2.818E-05
37440.jpg,1091,0.7047,34.588,7.012,11.345,73.931,5.426,109.816,112.412,154.487,48.539,15.942,-22.3474,0.5665,0.5156,0.6549,99.328,94.554,73.471,34.588,18.435,32.483,0.1932,0.3849,0.2648,43.928,31.904,0.02328,-0.1578,30.784,0.4454,0.3803,0.3367,-2.435,-1.056,-1.15,0.01132,1.395,2.733,0.5355,0.7215,0.000374,87.739,4.345,4.201,0.0003822,2.011E-05
42863.jpg,1088,1.429,24.247,7.36,23.053,212.171,5.4,76.248,67.18,48.067,28.211,1.307,11.086,0.06989,0.3493,0.3008,65.518,58.122,45.273,24.247,7.047,18.252,0.1277,0.3369,0.2566,46.68,12.715,-0.0375,0.05134,16.494,0.6383,0.6615,0.6305,-2.112,-1.317,-1.051,0.03595,1.75,2.845,0.8222,0.8561,0.0002443,96.374,4.555,4.57,0.0001331,6.83E-06
38212.jpg,1120,0.75,30.044,7.367,5.279,66.986,4.707,161.128,118.947,72.097,51.919,11.648,30.641,0.07165,0.48,0.6324,87.943,72.779,59.833,30.044,11.203,23.383,0.06046,0.2601,0.3447,13.276,21.627,0.02708,-0.1047,21.752,0.5132,0.2831,0.256,-2.916,-1.383,-1.368,0.0357,1.375,2.526,0.396,0.6026,0.0009511,83.505,3.312,3.54,0.0005941,5.489E-05
43187.jpg,1120,1.333,21.592,7.686,9.066,110.608,6.589,110.954,112.131,110.014,46.317,-0.5305,1.235,0.2892,0.1624,0.4628,51.896,53.407,56.621,21.592,3.46,7.682,0.3218,0.181,0.2127,19.944,6.809,0.02969,-0.01667,11.996,0.4981,0.2268,0.2235,-2.622,-1.359,-1.202,0.009707,1.404,2.587,0.4485,0.7909,0.0005557,96.222,3.712,4.106,0.0001966,1.813E-05
804822.jpg,1306,1.229,25.863,7.504,16.429,102.622,6.117,116.434,140.978,140.627,55.738,-7.863,-2.701,0.4888,0.3011,0.5697,67.03,64.081,59.481,25.863,8.648,6.524,0.1322,0.2459,0.2363,8.199,15.793,-0.02917,0.07338,13.744,0.5702,0.4565,0.4341,-2.039,-0.8715,-0.9143,0.0157,1.629,2.761,0.58,0.794,0.000288,86.781,4.479,4.517,0.0001179,1.669E-05
42270.jpg,836,0.9174,25.939,7.726,4.774,50.893,5.387,165.651,100.122,40.857,48.243,21.023,40.873,0.07817,0.7969,0.6562,85.311,60.957,48.664,25.939,17.222,19.384,0.06436,0.221,0.3246,17.053,15.984,-0.0175,0.07798,9.944,0.3161,0.3206,0.3027,-3.476,-1.667,-1.503,0.007917,1.124,2.318,0.6496,0.6291,0.0005719,97.036,3.491,3.818,0.0005182,2.534E-05
41262.jpg,1191,0.8609,29.974,7.264,26.509,195.245,0,106.874,106.874,106.874,43.684,-0.001214,0.002301,0,0,0.4191,75.023,75.023,75.023,29.974,0.0007104,0.001347,0,0,0.2942,31.893,1.305,-0.004537,-0.004687,6.055,0.6104,0.632,0.6265,-2.173,-0.9675,-0.9193,0.03747,1.775,2.795,0.8049,0.8568,0.000498,99.404,3.305,3.806,0.0001566,7.133E-06
40432.jpg,1050,1.333,25.174,7.634,18.065,148.905,6.345,130.396,139.934,143.526,56.585,-1.984,-2.341,0.4837,0.2207,0.5989,54.698,65.102,77.456,25.174,4.363,11.45,0.2563,0.1389,0.2778,29.286,13.337,-0.001667,-0.06667,10.32,0.526,0.4793,0.4312,-2.097,-1.113,-0.9996,0.01587,1.498,2.756,0.7407,0.8062,0.000661,95.689,4.074,4.342,0.0001824,1.416E-05
42536.jpg,1053,1.55,5.382,5.414,3.01,15.752,5.143,139.811,136.453,138.57,57.178,1.712,-0.6664,0.8735,0.04505,0.5545,12.484,13.823,14.474,5.382,1.769,2.897,0.1681,0.06775,0.04723,0,3.833,0.01094,-0.01574,11.948,0.5884,0.4043,0.3738,-2.204,-1.063,-1.189,0.0141,1.672,2.57,0.5767,0.7372,0.0003392,38.273,4.402,4.449,0.0002101,9.002E-06
40227.jpg,1096,1.21,28.942,7.598,12.916,100.041,6.294,165.526,152.006,133.988,62.699,3.472,12.28,0.1243,0.3104,0.6629,70.354,76.794,92.01,28.942,12.194,16.703,0.2459,0.3437,0.2745,20.538,26.735,0.1,0.08871,20.555,0.4141,0.4851,0.3676,-2.409,-1.15,-1.225,0.00778,1.267,2.661,0.6902,0.778,0.0003481,92.532,4.035,4.299,0.0001403,1.934E-05
37613.jpg,1153,1.248,27.81,7.532,9.934,143.036,6.099,104.46,106.574,87.117,43.023,-3.668,10.269,0.2701,0.3171,0.4379,70.571,68.765,63.185,27.81,6.785,15.093,0.2219,0.2212,0.2716,23.839,12.809,0.009375,-0.06335,9.861,0.4693,0.4289,0.4229,-2.603,-1.471,-1.343,0.03224,1.277,2.421,0.6708,0.7784,0.00075,96.997,3.909,4.216,0.0002195,2.59E-05
781714.jpg,1237,1.393,27.482,6.555,3.263,53.612,5.255,61.653,65.666,10.397,28.281,-4.389,27.685,0.123,0.6671,0.3459,80.131,72.332,22.399,27.482,28.441,30.232,0.1759,0.4392,0.3047,49.309,16.815,0.025,0.08027,30.52,0.2491,0.3132,0.2512,-3.252,-1.413,-1.496,0.02013,1.174,2.265,0.4548,0.6189,0.0007469,92.378,4.071,3.868,0.0005036,2.39E-05
41133.jpg,1088,1.429,23.791,7.369,3.924,30.364,5.844,136.637,142.569,129.161,57.451,-4.8,6.189,0.2786,0.1505,0.5648,66.462,59.745,52.978,23.791,2.126,5.132,0.1394,0.0723,0.2396,22.403,25.323,-0.0875,-0.09152,16.829,0.3449,0.2117,0.2163,-2.713,-1.365,-1.425,0.009622,1.342,2.553,0.5737,0.7453,0.0003999,90.093,4.169,4.249,0.0003977,1.82E-05
37563.jpg,1146,0.8911,23.697,7.731,9.486,148.592,6.928,141.178,111.062,106.364,50.047,12.932,9.167,0.04712,0.4249,0.6163,68.544,63.186,70.82,23.697,20.052,23.076,0.2425,0.2587,0.2564,30.325,2.48,-0.009259,0.008251,4.501,0.4399,0.4271,0.3903,-2.932,-1.483,-1.433,0.004845,1.402,2.43,0.6947,0.7888,0.0004717,97.67,4.515,4.508,0.0001948,2.651E-05
781781.jpg,1372,1.104,26.029,7.659,7.749,131.825,7.291,95.13,69.387,65.269,33.162,12.847,7.977,0.9647,0.6725,0.4511,79.714,66.041,65.375,26.029,23.381,27.09,0.2417,0.2919,0.2885,52.018,2.7,-0.01111,0.007669,4.689,0.4909,0.44,0.4334,-2.764,-1.341,-1.455,0.03525,1.318,2.335,0.7849,0.7884,0.0005283,98.579,3.675,3.8,0.0002052,2.729E-05
769372.jpg,1351,0.8869,13.038,6.792,4.094,61.641,3.547,176.015,176.272,173.029,71.574,-0.6702,1.7,0.09029,0.03266,0.6942,33.316,33.804,36.848,13.038,1.08,3.497,0.1805,0.06205,0.1301,9.647,2.896,-0.01181,-0.00838,7.659,0.6602,0.4598,0.446,-2.698,-1.457,-1.308,0.01076,1.337,2.449,0.5792,0.7631,0.0009247,90.66,4.377,4.331,0.0003698,1.441E-05
450933.jpg,1210,1.469,23.794,7.172,21.358,136.905,6.035,56.219,60.103,32.434,23.631,-5.682,14.374,0.157,0.6034,0.2478,56.221,59.379,56.238,23.794,9.354,15.858,0.1369,0.3504,0.2352,74.379,4.218,-0.01944,-0.008163,20.654,0.6368,0.5563,0.5387,-1.836,-1.05,-1.039,0.01402,1.752,2.761,0.7058,0.8095,0.0004709,89.305,3.433,4.068,0.0001218,1.586E-05
38300.jpg,1069,1.492,38.48,6.62,9.992,145.937,0,138.496,138.496,138.496,55.227,-0.001466,0.002778,0,0,0.5431,97.84,97.84,97.84,38.48,0.0008765,0.001661,0,0,0.3837,31.934,14.017,-0.04063,-0.05711,22.504,0.3266,0.357,0.3455,-2.901,-1.498,-1.367,0.0176,1.229,2.567,0.546,0.7656,0.0007082,96.864,4.35,4.353,0.0004951,1.869E-05
37387.jpg,950,0.7273,26.108,7.606,11.017,106.541,0,105.615,105.615,105.615,43.21,-0.001245,0.00236,0,0,0.4142,63.636,63.636,63.636,26.108,0.0005653,0.001071,0,0,0.2496,33.807,11.894,0.0275,0.05273,12.144,0.4994,0.4457,0.4397,-2.729,-1.478,-1.38,0.01489,1.294,2.507,0.7698,0.8439,0.0003562,95.585,4.316,4.433,0.0001768,1.195E-05
37748.jpg,1196,1.151,26.666,7.139,8.356,93.551,6.575,171.448,172.253,168.193,69.208,-0.7762,2.058,0.2817,0.09059,0.6912,66.473,67.452,71.302,26.666,4.931,9.405,0.2727,0.1695,0.2618,8.061,19.703,0.03594,0.09173,15.862,0.3618,0.4227,0.2904,-2.415,-1.474,-1.313,0.05164,1.389,2.437,0.6571,0.6682,0.0007674,88.541,3.57,4.052,0.0002654,2.969E-05
793169.jpg,1440,1,21.01,7.661,11.676,104.655,6.413,117.011,114.15,130.554,50.329,12.176,-4.953,0.3086,0.4874,0.6505,69.211,58.688,81.686,21.01,17.765,36.084,0.4009,0.3492,0.2292,45.762,9.722,-0.02917,0.03889,7.697,0.4393,0.3507,0.3486,-2.379,-1.053,-1.209,0.01309,1.554,2.608,0.5645,0.7669,0.0004295,92.98,4.291,4.412,0.0002687,2.099E-05
789405.jpg,1413,0.9625,21.063,7.626,20.959,173.768,6.389,90.051,74.69,81.44,32.963,9.152,-1.227,0.8693,0.4092,0.4091,57.896,48.734,58.558,21.063,6.199,19.239,0.2148,0.231,0.2453,40.866,3.365,-0.01659,0.002778,3.979,0.5761,0.6081,0.5378,-2.32,-1.173,-1.148,0.005476,1.722,2.727,0.7834,0.8437,0.0003356,98.248,3.681,4.065,0.000113,1.249E-05
505082.jpg,1253,1.351,31.581,7.225,12.364,132.908,5.797,142.96,146.095,152.18,58.918,0.6185,-3.918,0.6451,0.2593,0.6107,83.746,77.965,70.683,31.581,1.697,7.151,0.2308,0.3643,0.2864,9.701,16.947,-0.04722,0.07036,18.162,0.6098,0.3822,0.368,-2.324,-1.087,-1.165,0.03927,1.515,2.721,0.6451,0.7311,0.001019,82.747,2.685,2.692,0.0002487,2.231E-05
42560.jpg,1067,1.499,23.201,7.764,26.984,144.399,6.278,96.001,84.104,38.597,35.415,-0.5231,25.965,0.1258,0.7079,0.395,57.311,59.023,49.027,23.201,13.437,17.165,0.08521,0.279,0.2261,39.459,20.802,0.0625,0.08314,25.028,0.6703,0.5444,0.5477,-1.709,-0.7639,-0.6298,0.004259,1.812,2.913,0.7713,0.8595,0.0002254,95.478,4.287,4.419,7.548E-05,7.808E-06
40954.jpg,1135,0.7734,19.616,7.25,4.72,71.301,2.735,108.681,162.789,205.996,64.418,-4.961,-27.4735,0.5761,0.5077,0.8078,55.19,50.871,48.621,19.616,3.42,9.676,0.02695,0.198,0.1906,17.482,8.476,0.03939,-0.01562,13.394,0.4698,0.4227,0.38,-2.694,-1.533,-1.39,0.01022,1.293,2.302,0.5355,0.6506,0.0009158,90.733,4.295,4.386,0.0006943,2.115E-05
37159.jpg,883,1.466,29.656,7.224,18.028,188.871,5.444,163.793,156.695,102.318,63.388,-4.376,29.029,0.1303,0.4813,0.6782,75.484,79.615,81.634,29.656,19.477,19.949,0.08705,0.2949,0.2944,18.888,15.141,-0.07524,0.00838,16.949,0.4237,0.5241,0.3889,-2.482,-1.441,-1.097,0.04391,1.418,2.596,0.6266,0.7824,0.001222,94.972,3.367,3.855,0.0002145,2.815E-05
43862.jpg,1120,1.333,13.983,7.505,3.361,13.451,5.13,0.8111,65.544,111.156,26.329,1.615,-31.4744,0.5753,0.9919,0.4359,1.019,36.487,35.218,13.983,10.401,5.914,0.02369,0.01091,0.1381,40.101,14.494,0.06875,0.02292,20.768,0.6295,0.709,0.6053,-2.722,-1.358,-1.434,0.02177,1.239,2.579,0.877,0.778,0.000517,87.473,3.218,3.041,0.0008091,2.307E-06
41069.jpg,1073,0.6766,27.62,7.642,10.126,131.981,6.73,132.733,142.143,128.895,56.872,-5.992,6.608,0.2769,0.2206,0.5732,75.89,68.692,82.202,27.62,11.03,11.91,0.234,0.24,0.2735,24.392,15.979,0.005774,-0.07969,21.703,0.5405,0.3866,0.3706,-2.798,-1.476,-1.427,0.003802,1.273,2.501,0.6639,0.8241,0.0005049,95.549,4.345,4.468,0.0003006,2.04E-05
37358.jpg,1090,1.422,32.049,6.737,11.852,74.327,6.771,72.643,73.714,65.959,28.963,-1.516,4.272,0.04684,0.3468,0.307,80.477,80.901,84.174,32.049,7.155,10.784,0.2645,0.3051,0.3121,76.663,41.344,0.004688,0.2067,31.699,0.4913,0.3687,0.3728,-2.418,-1.004,-0.7998,0.00768,1.402,2.768,0.7836,0.8005,0.0005001,70.038,4.18,4.228,0.0002231,2.195E-05
42884.jpg,1129,1.309,21.663,6.028,9.996,80.095,5.326,36.704,40.495,37.235,15.777,-2.15,1.641,0.5781,0.3058,0.1678,49.664,53.202,47.782,21.663,4.15,5.704,0.2397,0.1764,0.2075,67.287,25.31,-0.01406,-0.1258,18.861,0.5034,0.3614,0.3394,-2.21,-1.032,-1.125,0.01041,1.519,2.698,0.4635,0.7821,0.0005766,88.017,4.14,4.383,0.0002577,2.599E-05
41106.jpg,1070,0.693,32.123,6.526,12.883,112.399,1.128,155.939,155.95,157.094,62.667,0.2377,-0.6546,0.7942,0.01479,0.6161,83.375,83.378,82.611,32.123,0.2181,0.5767,0.1845,0.01844,0.3239,42.615,32.853,-0.02055,-0.163,30.891,0.4435,0.2783,0.2732,-2.446,-1.138,-1.09,0.006327,1.147,2.792,0.5473,0.8466,0.0006672,93.895,4.075,4.363,0.0005934,2.239E-05
37411.jpg,1067,1.499,33.545,7.121,6.296,79.834,6.114,156.14,165.106,176.998,65.824,0.04392,-6.669,0.6412,0.243,0.7161,76.436,86.867,93.381,33.545,6.099,10.867,0.2043,0.1983,0.3504,22.002,15.242,0.02656,-0.07143,27.011,0.3754,0.3456,0.2797,-2.775,-1.539,-1.43,0.01318,1.295,2.446,0.4596,0.6689,0.0007232,83.639,4.111,4.257,0.0005253,2.889E-05
41328.jpg,1081,1.451,24.012,7.643,11.147,91.181,6.181,137.473,150.622,156.489,60.625,-2.833,-4.138,0.5644,0.2477,0.646,58.677,61.561,73.63,24.012,5.727,13.071,0.1744,0.1601,0.253,28.279,4.409,-0.004687,-0.02154,14.328,0.5748,0.4705,0.4708,-2.316,-1.024,-1.064,0.003825,1.282,2.732,0.6768,0.7854,0.0003779,86.445,3.789,4.175,0.0001926,1.638E-05
40042.jpg,1194,0.9289,14.577,6.211,3.642,34.693,2.89,75.767,129.49,198.738,54.488,11.116,-40.0016,0.5941,0.7384,0.8548,59.159,37.674,69.704,14.577,7.216,41.076,0.1375,0.1302,0.183,81.914,1.694,0.004348,-0.00727,3.358,0.5401,0.375,0.3583,-2.559,-1.382,-1.228,0.01087,1.485,2.417,0.4275,0.3351,0.000565,65.596,4.509,4.116,0.001027,2.364E-05
794390.jpg,1200,0.6667,25.168,5.994,6.696,103.158,5.539,65.981,44.601,22.799,19.732,5.991,15.028,0.0993,0.689,0.2611,77.051,56.726,33.397,25.168,10.827,17.602,0.08191,0.1497,0.3004,70.925,14.948,-0.05,0.05556,23.824,0.5339,0.4893,0.475,-2.787,-1.459,-1.351,0.05385,1.409,2.499,0.5691,0.6732,0.0008615,91.17,3.437,4.031,0.0002313,2.679E-05
43499.jpg,1072,1.224,25.01,7.306,10.588,150.13,4.986,130.4,98.367,46.287,43.254,7.531,29.974,0.08082,0.6534,0.5127,70.579,60.165,45.274,25.01,9.096,22.285,0.06777,0.2977,0.2756,11.67,10.102,-0.008475,0.04979,13.379,0.5007,0.5249,0.4846,-3.183,-1.888,-1.54,0.1079,1.451,2.545,0.7235,0.8049,0.0003991,99.018,4.544,4.519,0.0001652,1.33E-05
41036.jpg,1078,1.255,21.981,7.272,10.302,121.543,0,126.517,126.517,126.517,52.136,-0.001442,0.002733,0,0,0.4961,56.736,56.736,56.736,21.981,0.0004652,0.0008818,0,0,0.2225,60.289,2.608,-0.01,0.008368,10.185,0.6843,0.4969,0.4874,-2.796,-1.334,-1.114,0.02204,1.512,2.589,0.662,0.825,0.000633,92.42,3.569,3.983,0.000212,1.373E-05
576168.jpg,1318,0.8357,31.967,7.634,13.849,180.683,6.412,138.756,140.107,122.922,56.724,-0.7314,9.569,0.1424,0.4249,0.6131,91.202,80.825,85.548,31.967,10.257,18.975,0.2374,0.3315,0.3147,25.872,7.583,0.015,-0.03482,11.239,0.4706,0.4633,0.4453,-2.603,-1.436,-1.267,0.005998,1.513,2.514,0.6554,0.8293,0.0004993,97.893,3.963,4.251,0.0001654,1.828E-05
38721.jpg,1097,0.7141,27.434,7.633,16.36,120.279,5.595,128.926,113.287,34.283,46.97,-2.222,41.117,0.1271,0.8045,0.5278,69.013,71.176,40.489,27.434,14.856,20.774,0.07277,0.205,0.278,15,3.588,-0.01422,-0.01094,13.413,0.4711,0.3658,0.3826,-2.104,-1.135,-0.823,0.01153,1.561,2.806,0.5011,0.8111,0.0003644,98.976,4.344,4.441,0.0002172,2.264E-05
43255.jpg,1001,0.7409,25.936,7.501,14.24,133.837,5.616,97.461,79.887,55.491,33.82,3.961,16.136,0.1282,0.448,0.3874,71.797,61.627,49.443,25.936,5.82,13.738,0.142,0.2022,0.2775,31.051,23.09,-0.01878,-0.1139,22.852,0.5489,0.4722,0.4609,-2.408,-1.137,-1.106,0.004485,1.514,2.612,0.7165,0.8573,0.0003802,94.407,4.457,4.524,0.0001302,1.399E-05
500041.jpg,1252,0.7389,19.97,7.658,13.659,119.4,4.615,155.283,63.551,15.728,38.862,35.129,43.07,0.05289,0.9191,0.6092,62.36,49.361,31.34,19.97,13.351,16.683,0.02984,0.1324,0.2443,46.452,6.969,-0.03383,-0.008333,13.724,0.4752,0.6029,0.4564,-2.231,-1.123,-1.11,0.002045,1.624,2.677,0.682,0.76,0.0002521,93.189,4.495,4.511,0.0001637,1.228E-05
41999.jpg,1066,1.502,36.832,6.312,5.662,74.345,4.844,133.031,151.532,163.722,59.658,-2.431,-9.224,0.5939,0.3539,0.6428,104.485,94.361,83.99,36.832,4.9,8.647,0.1938,0.3281,0.3289,28.378,36.994,-0.1828,-0.02817,28.585,0.2884,0.4328,0.2725,-2.575,-1.384,-1.272,0.03054,1.142,2.542,0.5491,0.6776,0.001202,90.699,3.872,3.891,0.0005706,3.222E-05
42768.jpg,1089,0.7177,24.013,5.793,2.53,38.43,4.504,214.619,215.081,210.592,85.003,-0.9389,2.152,0.1603,0.04131,0.847,61.459,61.304,60.929,24.013,1.642,2.746,0.1406,0.06399,0.236,0.001574,39.894,-0.1088,-0.1672,45.883,0.416,0.5255,0.4289,-3.23,-1.736,-1.544,0.007576,1.222,2.529,0.703,0.6099,0.0006989,53.773,2.711,3.091,0.0005844,1.534E-05
40319.jpg,1120,1.333,30.872,7.769,23.98,194.649,6.388,122.526,124.477,91.031,49.869,-4.869,16.4,0.1366,0.4396,0.5238,75.37,79.606,65.062,30.872,11.563,24.057,0.2465,0.2689,0.2945,24.271,16.81,-0.01094,-0.08333,9.073,0.5619,0.5171,0.4995,-2.281,-1.319,-1.15,0.008541,1.578,2.694,0.8204,0.85,0.00036,97.582,3.728,4.208,0.0001207,1.199E-05
778445.jpg,1251,1.356,6.547,6.806,2.58,29.984,5.634,31.174,24.956,7.421,10.403,-0.2044,12.143,0.1989,0.7133,0.1477,28.294,14.6,3.011,6.547,15.104,8.848,0.1045,0.1932,0.1031,39.03,9.669,-0.04722,-0.01036,12.707,0.4321,0.5747,0.4097,-2.892,-1.493,-1.549,0.01584,1.462,2.474,0.5729,0.6233,0.0005036,94.577,4.46,3.888,0.000222,1.596E-05
457574.jpg,1259,1.336,24.486,7.737,28.851,76.352,5.901,141.803,142.916,141.062,58.231,-0.7986,1.188,0.6125,0.116,0.577,62.141,60.896,67.152,24.486,5.517,6.067,0.2591,0.1708,0.2403,14.301,18.79,0.006944,0.09369,18.548,0.6472,0.5421,0.5322,-1.673,-0.6135,-0.7666,0.069,1.771,2.843,0.8182,0.756,0.0001218,88.937,3.946,4.297,9.215E-05,1.345E-05
773819.jpg,1254,1.348,19.428,7.353,2.621,43.099,4.128,163.849,144.413,126.375,60.779,4.852,12.593,0.08303,0.2696,0.6426,44.971,51.649,55.434,19.428,5.964,7.762,0.02685,0.2215,0.1763,19.759,3.382,0.001389,-0.01685,11.04,0.2015,0.2421,0.1579,-3.318,-1.548,-1.558,0.004626,1.082,2.29,0.617,0.6139,0.0004946,94.281,4.351,4.043,0.0004657,2.153E-05
42922.jpg,953,1.495,24.82,7.152,14.722,79.115,7.324,48.483,64.669,64.557,25.186,-3.826,-1.412,0.4607,0.4617,0.2943,54.117,64.059,61.908,24.82,13.09,11.803,0.3307,0.2351,0.247,72.378,30.027,-0.1147,0.09686,33.553,0.4018,0.3676,0.3347,-2.004,-0.908,-1.017,0.009728,1.491,2.672,0.5714,0.8182,0.0003008,81.158,4.493,4.526,9.293E-05,1.537E-05
